Initials-Bdr,Location,year,mo,day,time,Band Status,Band Number,Tarsus / Condition,Band Size,Species,Sex,Age,Removed band num,GorColor,GorCount (%),Head GCnt (%),Grooves,Buffy,PriWidth / P10 Shape,Wng-TailTrait,TailCent,TailMid,TailOut,TailMeas (#),WingCd,Culmen,Pollen? Color,Fat,CPBreed,Gorget/head molt,Body Molt,Primary Molt,Secondary Molt,Tail Molt,Weight,Feather collected,Photo(s) taken,Sample Collected,Day Recap #,recap time 1,recap time 2,recap time 3,recap time 4,Comment
smw,hc,2021,9,21,9:25,1,U08850,E,F,ANHU,F,1,,R,20,,0,S,E,E,,,N,,50.5,20.3,n,1,2,F,F,F,F,F,4.08,,,,,,,,,
smw,hc,2021,10,2,6:50,1,U09001,F,G,ANHU,F,1,,R,25,,0,N,E,E,,,IN,,50,19.7,n,T,5,F,F,F,F,F,4.27,,,,,,,,,ONE WHITE FEATHER NEAR BEAK
smw,hc,2021,10,2,6:29,1,U09002,F,G,ANHU,F,2,,HS,,,1,N,E,R,,,I,,49,19.4,n,1,2,F,F,3,F,F,4.07,,,,,,,,,
smw,hc,2021,10,2,6:56,1,U09003,G,G,BCHU,F,2,,LS,,,3,Y,U,R,,4X3,R,,47.5,21.8,n,T,2,F,F,F,F,L,3.29,,,,1,10:21,,,,
smw,hc,2021,10,2,7:02,1,U09004,F,G,ANHU,F,1,,R,45,,0,S,E,E,,,N,,50.5,19.6,n,T,2,F,F,F,F,F,3.76,,,,,,,,,
smw,hc,2021,10,2,7:05,1,U09005,F,G,ANHU,F,1,,R,5,,0,S,E,E,,,N,,49.5,19.6,n,T,2,F,1,F,F,F,3.77,,,,,,,,,
smw,hc,2021,10,2,7:31,1,U09006,G,G,ANHU,F,1,,R,25,0,0,N,E,E,,6X3,N,,51,18.8,n,0,2,F,F,F,F,F,3.65,,,,,,,,,
smw,hc,2021,10,2,7:51,1,U09007,G,G,ANHU,F,1,,R,70,15,0,N,E,E,,,N,,51.5,17.8,n,1,2,F,F,F,F,F,4.73,,,,1,11:29,,,,
smw,hc,2021,10,2,8:08,1,U09008,F,G,ANHU,F,1,,R,20,,0,N,E,E,,,R,,50,20.3,n,1,2,F,F,F,F,F,3.96,,,,,,,,,
smw,hc,2021,10,2,8:14,1,U09009,F,G,ANHU,F,1,,R,25,,0,S,E,E,,,R,,49,18.7,n,3,2,F,F,F,F,F,4.28,,,,1,10:22,,,,
smw,hc,2021,10,2,8:27,1,U09010,F,G,ANHU,F,1,,R,20,,0,N,E,E,,,R,,48.5,18.2,n,T,2,F,F,F,F,F,3.39,,,,,,,,,
smw,hc,2021,10,2,8:30,1,U09011,F,G,ANHU,F,1,,R,25,,0,N,E,E,,,N,,50.5,19.7,n,0,2,1,1,F,1,F,3.59,,,,,,,,,
smw,hc,2021,10,2,8:34,1,U09012,F,G,ANHU,F,1,,R,20,,0,N,E,E,,,N,,48.5,18.7,n,1,2,F,F,F,F,F,4.35,,,,,,,,,
smw,hc,2021,10,2,8:46,1,U09013,F,G,ANHU,F,1,,R,15,,0,N,E,E,,,N,,50.5,19.6,n,1,2,F,F,F,F,F,4.21,,,,1,11:02,,,,
smw,hc,2021,10,2,8:54,1,U09014,E,G,ANHU,F,1,,R,25,,0,S,E,E,,,N,,50.5,18.9,n,2,2,F,F,F,F,F,4.61,,,,,,,,,
smw,hc,2021,10,2,9:02,1,U09015,F,G,BCHU,F,2,,LS,,,3,Y,U,R,,,R,,47,20.3,n,T,2,F,F,F,F,,3.16,,,,,,,,,MISSING 8 TAIL FEATHERS
smw,hc,2021,10,2,9:15,1,U09016,E,G,ANHU,F,1,,R,20,,0,S,E,E,,,N,,50.5,18.4,n,2,2,F,F,F,F,F,4.26,,,,,,,,,
smw,hc,2021,10,2,9:19,1,U09017,F,G,ANHU,F,1,,R,30,,0,S,E,E,,,R,,50.5,19.4,yn,2,2,F,F,F,F,F,4.2,,,,,,,,,
smw,hc,2021,10,2,9:31,1,U09018,F,G,ANHU,F,1,,R,7,,0,S,E,E,,,N,,50,19.2,n,T,2,1,F,F,F,F,3.77,,,,,,,,,
smw,hc,2021,10,2,9:45,1,U09019,F,G,ANHU,F,1,,R,20,,0,N,E,E,,,R,,48.5,19.5,n,T,2,F,F,F,F,F,4.33,,,,,,,,,
smw,hc,2021,10,2,10:06,1,U09020,E,G,ANHU,F,1,,R,5,,0,S,E,E,,,N,,49,18.7,n,1,2,1,F,F,F,F,4.08,,,,,,,,,
smw,hc,2021,10,2,10:13,1,U09021,F,G,ANHU,F,1,,R,10,,0,S,E,E,,,R,,49,18.5,n,T,2,F,F,F,F,F,3.91,,,,,,,,,
smw,hc,2021,10,2,10:15,1,U09022,F,G,ANHU,F,2,,HS,,,1,S,E,R,,,N,,48,18.9,n,P,2,1,F,8,2,F,3.63,,,,,,,,,
smw,hc,2021,10,2,10:38,1,U09023,F,G,ANHU,F,1,,R,20,,0,N,E,E,,,R,,49.5,18.1,ouh,0,2,F,F,F,F,L,3.69,,,,,,,,,
smw,hc,2021,10,2,10:41,1,U09024,F,G,ANHU,F,1,,R,50,,0,S,E,E,,,R,,49,19.3,n,T,2,F,F,F,F,F,4.64,,,,,,,,,NC
smw,hc,2021,10,2,10:44,1,U09025,F,G,ANHU,F,1,,R,10,,0,S,E,E,,,R,,49.5,19,n,1,2,1,1,F,F,F,4.5,,,,1,11:33,,,,
smw,hc,2021,10,2,10:50,1,U09026,E,G,ANHU,F,1,,R,35,,0,S,E,E,,,N,,49.5,19.8,n,1,2,F,F,F,F,F,4.52,,,,,,,,,
smw,hc,2021,10,2,11:07,1,U09027,E,G,ANHU,F,2,,R,5,,2,Y,E,E,,,N,,50.5,19.7,n,1,2,F,F,F,F,F,4.31,,,,,,,,,NC
smw,hc,2021,10,2,11:16,1,U09028,F,G,ANHU,F,2,,R,12,,2,S,E,R,,,N,,48.5,19.3,n,0,2,F,F,F,F,F,3.72,,,,,,,,,
smw,hc,2021,10,2,11:19,1,U09029,F,G,ANHU,M,2,,R,30,4,1,S,E,R,,,Y,,49,18.8,n,0,,F,F,6,L,L,4.33,,,,,,,,,
smw,hc,2021,9,21,8:45,1,U09051,D,D,BCHU,M,2,,HS,,,3,Y,U,E,,2X2,P,,45,20.3,n,1,,F,F,F,F,F,3.39,,,,,,,,,
smw,hc,2021,9,21,8:58,1,U09052,D,D,BCHU,M,2,,V,2,,3,Y,U,E,,3X3,P,,45.5,19.4,n,2,,F,F,F,F,L,3.56,,,,,,,,,
smw,hc,2021,9,21,9:21,1,U09053,D,D,BCHU,M,2,,V,10,,2,Y,U,E,,1X1,P,,42,19.1,n,0,,F,F,F,F,L,3.11,,,,,,,,,
smw,hc,2021,9,21,10:14,1,U09054,D,D,BCHU,M,2,,MS,,,2,Y,U,E,,,P,,45,20.4,n,1,,F,F,F,F,L,3.24,,,,,,,,,
smw,hc,2021,9,21,11:01,1,U09055,C,D,BCHU,M,2,,HS,,,3,Y,U,E,,,P,,46,19.3,n,1,,F,F,F,F,L,3.44,,,,,,,,,
smw,hc,2021,9,21,11:03,1,U09056,D,D,BCHU,M,1,,V,99,,,,,,,,,,43.5,20.1,n,T,,1,1,6,L,L,3.5,,,,,,,,,
smw,hc,2021,9,21,11:26,1,U09057,C,D,BCHU,M,1,,V,99,,,,,,,,,,42,19.2,n,3,,1,1,4,F,L,4.11,,,,,,,,,
smw,hc,2021,10,2,6:45,1,U09058,D,D,BCHU,M,2,,LS,,,2,S,U,E,,2X2,P,,46.5,18.9,n,2,,F,F,F,F,F,3.67,,,,1,9:12,,,,
smw,hc,2021,10,2,6:45,4,U09059,,,BADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smw,hc,2021,10,2,7:38,1,U09060,D,D,BCHU,M,2,,LS,,,1,Y,U,E,,2X2,P,,47,19.3,n,1,,F,F,F,F,F,4.24,,,,,,,,,
smw,hc,2021,10,2,8:00,1,U09061,C,D,COHU,F,1,,LS,,,0,S,E,E,,,N,,43.5,19.2,n,T,2,F,F,F,F,F,3.3,,,,,,,,,
smw,hc,2021,10,2,8:42,1,U09062,D,D,BCHU,M,2,,V,2,,3,Y,U,E,,2X2,P,,45,19.8,n,0,,F,F,F,F,L,3.02,,,,1,10:56,,,,
smw,hc,2021,10,2,9:51,1,U09063,D,D,BCHU,M,2,,HS,,,3,Y,U,E,,3X2,P,,45,18.2,n,T,,F,F,F,F,L,3.25,,,,,,,,,
smw,hc,2021,10,2,11:32,1,U09064,D,D,RUHU,M,2,,O,6,,3,S,,75,RB,N,,3.8,43,15.7,n,T,,F,F,L,F,L,2.82,,,,,,,,,
smw,hc,2021,9,21,9:37,1,U09201,E,F,ANHU,M,1,,R,99,99,,,,,,,,,49.5,17.8,n,0,,1,F,F,F,F,4.35,,,,,,,,,
smw,hc,2021,9,21,9:40,1,U09202,F,F,BBLH,F,1,,NS,,,0,N,,,,,,,50,21.8,n,T,2,1,L,7,1,M,3.21,,,,,,,,,
smw,hc,2021,9,21,10:32,1,U09203,F,F,BCHU,F,2,,LS,,,3,Y,U,R,,5X4,R,,47,22.2,n,2,2,F,F,F,F,L,3.93,,,,,,,,,
smw,hc,2021,9,21,11:19,1,U09204,E,F,BBLH,F,1,,NS,,,0,N,,,,,,,41,23,n,T,2,1,L,7,1,M,3.35,,,,,,,,,NC
smw,hc,2021,9,21,11:23,1,U09205,F,F,BCHU,F,2,,LS,,,3,Y,U,R,,,R,,49,21.8,n,2,2,F,F,F,F,F,4.23,,,,,,,,,
smw,hc,2021,9,21,11:29,1,U09206,F,F,BCHU,F,2,,LS,,,1,S,U,R,,,R,,46,20.9,n,1,2,F,F,F,F,L,3.59,,,,,,,,,
smw,hc,2021,9,21,11:31,1,U09207,D,F,BCHU,F,1,,NS,,,0,N,U,E,,,P,,46.5,20.8,n,3,2,F,F,2,F,L,4.19,,,,,,,,,
smw,hc,2021,10,2,6:40,1,U09208,F,F,ANHU,M,2,,R,60,20,1,,E,E,,,,,48.5,18.3,n,2,,F,F,F,F,F,4.65,,,,,,,,,ADULT TAIL
smw,hc,2021,10,2,6:53,1,U09209,E,F,ANHU,F,2,,R,25,,1,N,E,R,,,IN,,51,19.4,n,T,2,F,F,F,3,L,4.34,,,,1,9:17,,,,
smw,hc,2021,10,2,6:59,1,U09210,E,F,ANHU,F,1,,R,8,,0,S,E,E,,,N,,50,19.3,n,T,2,F,F,F,F,F,3.54,,,,1,10:46,,,,
smw,hc,2021,10,2,7:08,1,U09211,E,F,ANHU,M,2,,R,45,0,1,S,E,E,,,Y,,49,20.3,n,1,,1,L,F,F,L,4.04,,,,1,9:46,,,,MISSING FEATHERS BASE BEAK
smw,hc,2021,10,2,7:16,1,U09212,E,F,ANHU,M,1,,R,99,99,,,,,,,,,51,19.8,n,P,,F,F,F,F,F,4.13,,,,,,,,,
smw,hc,2021,10,2,7:24,1,U09213,E,F,ANHU,F,1,,R,20,,0,S,E,E,,,N,,50,20.2,n,1,2,F,F,F,F,F,4.36,,,,,,,,,
smw,hc,2021,10,2,7:35,1,U09214,F,F,ANHU,M,2,,R,30,5,0,N,E,E,,,Y,,49,18.3,n,0,,F,F,F,F,F,4.24,,,,,,,,,
smw,hc,2021,10,2,7:35,4,U09215,,,BADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smw,hc,2021,10,2,7:43,1,U09216,E,F,ANHU,F,1,,R,15,0,0,N,E,E,,,N,,50,16.7,n,0,2,F,F,F,F,F,3.63,,,,1,8:32,,,,
smw,hc,2021,10,2,7:56,1,U09217,E,F,BCHU,M,2,,LS,,,3,Y,U,E,,3X2,P,,46,19.3,n,1,,F,F,F,F,F,3.85,,,,1,11:31,,,,
smw,hc,2021,10,2,8:12,1,U09218,D,F,ANHU,F,1,,R,12,,0,S,E,E,,,R,,49.5,18.6,n,0,2,F,F,F,F,F,3.45,,,,,,,,,
smw,hc,2021,10,2,8:21,1,U09219,D,F,ANHU,F,2,,MS,,,1,S,E,R,,,N,,49,19.4,n,3,2,F,F,9,1,L,5.19,,,,,,,,,
smw,hc,2021,10,2,8:37,1,U09220,E,F,BBLH,F,2,,NS,,,1,Y,,,,,,,0,0,,,,,,0,,,,,,,,,,,,ESCAPED HALFWAY THROUGH ASSESSMENT
smw,hc,2021,10,2,8:39,1,U09221,E,F,ANHU,F,1,,R,12,,0,S,E,E,,,R,,49.5,18.8,n,3,2,F,F,F,F,F,4.75,,,,1,11:26,,,,
smw,hc,2021,10,2,8:48,1,U09222,F,F,BCHU,F,2,,LS,,,3,Y,U,R,,5X5,R,,48.5,21.8,n,2,2,F,F,F,F,F,3.48,,,,1,10:57,,,,
smw,hc,2021,10,2,9:00,1,U09223,F,F,ANHU,M,1,,R,99,99,,,,,,,,,48.5,19.6,n,1,,2,F,F,F,F,4.53,,,,,,,,,
smw,hc,2021,10,2,9:07,1,U09224,F,F,ANHU,M,2,,R,70,15,1,S,E,R,,,Y,,51,18.7,n,0,,F,F,F,1,L,4.1,,,,,,,,,
smw,hc,2021,10,2,9:22,1,U09225,F,F,ANHU,M,2,,R,25,20,0,S,,,,,Y,,49,19.6,n,P,,2,F,F,1,L,4.42,,,,,,,,,
smw,hc,2021,10,2,9:24,1,U09226,E,F,BCHU,F,2,,LS,,,3,Y,U,R,,5X5,R,,47,21.2,n,1,2,F,F,F,F,L,3.94,,,,1,10:59,,,,
smw,hc,2021,10,2,9:34,1,U09227,E,F,ANHU,M,2,,R,70,40,0,S,E,E,,,,,49,19.3,n,P,,F,F,F,F,F,4.23,,,,,,,,,ADULT TAIL
smw,hc,2021,10,2,9:39,1,U09228,E,F,ANHU,M,2,,R,15,4,1,S,E,E,,,Y,,50,19.8,n,0,,F,F,F,L,L,4.13,,,,,,,,,NECTOR IN CROP
smw,hc,2021,10,2,9:47,1,U09229,F,F,BBLH,M,2,,B,15,,3,Y,,,,,,,50,20.3,n,0,,F,F,F,F,F,3.52,,,,,,,,,
smw,hc,2021,10,2,9:59,1,U09230,E,F,ANHU,F,1,,R,20,,0,S,E,E,,,N,,50,19.1,n,T,2,F,F,F,F,F,3.79,,,,,,,,,
smw,hc,2021,10,2,10:11,1,U09231,E,F,ANHU,F,1,,R,20,,0,S,E,E,,,R,,49.5,20.4,n,T,2,1,F,F,F,F,3.99,,,,,,,,,
smw,hc,2021,10,2,10:19,1,U09232,E,F,ANHU,F,1,,R,1,,0,S,E,E,,,R,,49.5,19.8,n,0,2,F,F,F,F,F,3.95,,,,,,,,,
smw,hc,2021,10,2,10:27,1,U09233,E,F,BCHU,F,2,,LS,,,3,Y,U,R,,4X5,R,,45,22,n,1,2,F,F,F,F,L,3.48,,,,,,,,,
smw,hc,2021,10,2,10:30,1,U09234,E,F,BBLH,M,2,,B,20,,3,Y,,,,,,,52,20.9,n,0,,1,F,F,F,F,3.52,,,,,,,,,
smw,hc,2021,10,2,10:33,1,U09235,E,F,BCHU,F,2,,LS,,,3,Y,U,R,,,R,,47.5,19.8,n,1,2,1,2,F,F,M,3.93,,,,,,,,,
smw,hc,2021,10,2,10:47,1,U09236,F,F,ANHU,M,2,,R,30,7,1,Y,E,E,,,,,49.5,20.6,n,P,,1,F,F,F,F,4.29,,,,,,,,,"NC, ADULT TAIL"
smw,hc,2021,10,2,10:53,1,U09237,E,F,BBLH,M,2,,B,15,,3,Y,,,,,,,52,22,n,0,,F,F,F,F,F,3.49,,,,,,,,,
smw,hc,2021,10,2,11:03,1,U09238,F,F,BBLH,M,2,,B,25,,3,Y,,,,,,,51.5,22.9,n,1,,1,1,F,F,F,,,,,,,,,,NECTAR IN CROP
smw,hc,2021,10,2,11:25,1,U09239,D,F,ANHU,M,2,,R,80,80,2,S,E,E,,,Y,,50.5,19.4,n,T,,1,F,7,L,L,4.58,,,,,,,,,NC
smw,hc,2021,4,16,8:12,1,U60109,D,D,BCHU,M,1,,V,99,,,,,,,,,,41.5,18.7,ynl,0,,L,L,L,F,F,2.73,,,,1,9:54,,,,
smw,swrs1,2021,4,19,6:44,1,U96175,F,F,BBLH,F,1,,,,,,,,,,,,,51,22.1,n,T,5,L,L,F,F,L,3.36,,,,2,8:32,9:41,,,
smw,hc,2021,5,1,7:03,R,UO6084,1,,ANHU,M,1,,R,99,99,,,,,,,,,50.5,18,n,0,,F,F,M,F,L,4.12,,,,,,,,,
smw,hc,2021,5,1,6:04,1,UO6176,D,D,BCHU,M,1,,V,99,,,,,,,,,,42,19.5,n,T,,F,F,F,F,F,3.13,,,,,,,,,
smw,hc,2021,9,21,7:57,R,X0000O,1,,BBLH,F,1,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,MISSING FOOT
smw,hc,2021,5,29,5:57,R,X99999,7,,BBLH,F,1,,,,,,,,,,,,,50,21.8,n,0,8,L,L,L,F,L,3.15,,,,2,6:31,6:50,,,NO LEG
smw,hc,2021,5,29,6:56,R,X99999,7,,BBLH,M,1,,B,99,,,,,,,,,,52,22.2,n,0,,1,L,L,L,L,3.54,,,,,,,,,"NO LEG, NECTAR IN CROP"
smw,hc,2021,4,3,8:43,R,XXXXXX,7,,BBLH,M,1,,B,99,,,,,,,,,,50.5,21.3,n,0,,F,F,F,F,F,3.33,,,,,,,,,MISSING FOOT
smw,hc,2021,5,15,6:58,R,XXXXXX,7,,BBLH,F,1,,,,,,,,,,,,,54.5,23.7,yu,0,2,1,L,M,L,M,3.45,,Y,,,,,,,"NO FOOT, NOT BANDED"
gs,hc,2021,7,10,6:28,1,XXXXXX,,,BBLH,M,1,,B,99,,,,,,,,,,51,21.4,n,0,,1,1,L,F,L,3.42,,,,,,,,,"UNBANDED, ONE FOOT ONLY"
gs,hc,2021,7,10,8:12,1,XXXXXX,,,BBLH,F,1,,,,,,,,,,,,,49,21.3,n,0,5,L,F,4,F,L,3.41,,,,,,,,,"UNBANDED, ONE FOOT ONLY"
smw,hc,2021,6,12,5:59,6,,7,,BBLH,F,1,M67422,,,,,,,,,,,,51,23.1,yt,0,2,L,L,2,L,L,3.3,,,,1,7:04,,,,"NECTAR IN CROP, REMOVED BAND. BONE SHOWING"
smw,hc,2021,10,2,9:55,6,,2,,ANHU,F,1,U07526,,,,,,,,,,,,0,0,,,,,,,,,3.84,,,,,,,,,BAND REMOVED LEG SLIGHTLY SWOLLEN
