"site_name","calendar_date","ndvi"
"LR","2009-01-01",0.6266
"LR","2009-01-17",0.6373
"LR","2009-02-02",0.5675
"LR","2009-02-18",0.2584
"LR","2009-03-06",0.5094
"LR","2009-03-22",0.5108
"LR","2009-04-07",0.5008
"LR","2009-04-23",0.5163
"LR","2009-05-09",0.5316
"LR","2009-05-25",0.5677
"LR","2009-06-10",0.5184
"LR","2009-06-26",0.531
"LR","2009-07-12",0.5473
"LR","2009-07-28",0.5207
"LR","2009-08-13",0.5262
"LR","2009-08-29",0.5318
"LR","2009-09-14",0.5656
"LR","2009-09-30",0.5961
"LR","2009-10-16",0.5426
"LR","2009-11-01",0.617
"LR","2009-11-17",0.6181
"LR","2009-12-03",0.6536
"LR","2009-12-19",0.5873
"LU","2010-01-01",0.072
"LU","2010-01-17",0.2633
"LU","2010-02-02",0.1632
"LU","2010-02-18",0.2424
"LU","2010-03-06",0.1723
"LU","2010-03-22",0.0905
"LU","2010-04-07",0.0819
"LU","2010-04-23",0.0821
"LU","2010-05-09",0.1215
"LU","2010-05-25",0.3019
"LU","2010-06-10",0.6534
"LU","2010-06-26",0.7743
"LU","2010-07-12",0.8606
"LU","2010-07-28",0.8195
"LU","2010-08-13",0.8494
"LU","2010-08-29",0.8569
"LU","2010-09-14",0.6577
"LU","2010-09-30",0.759
"LU","2010-10-16",0.7196
"LU","2010-11-01",0.9088
"LU","2010-11-17",0.0014
"LU","2010-12-03",-0.0377
"LU","2010-12-19",0.0135
"LU","2011-01-01",0.0135
"LU","2011-01-17",0.0605
"LU","2011-02-02",0.1533
"LU","2011-02-18",0.1833
"LU","2011-03-06",0.084
"LU","2011-03-22",0.0694
"LU","2011-04-07",0.0909
"LU","2011-04-23",0.0303
"LU","2011-05-09",0.0709
"LU","2011-05-25",0.0807
"LU","2011-06-10",0.0792
"LU","2011-06-26",0.8076
"LU","2011-07-12",0.8146
"LU","2011-07-28",0.8826
"LU","2011-08-13",0.8232
"LU","2011-08-29",0.8669
"LU","2011-09-14",0.8102
"LU","2011-09-30",0.8337
"LU","2011-10-16",0.6958
"LU","2011-11-01",0.0937
"LU","2011-11-17",0.0323
"LU","2011-12-03",0.1396
"LU","2011-12-19",0.0522
"LU","2012-01-01",0.0178
"LU","2012-01-17",0.1061
"LU","2012-02-02",0.2406
"LU","2012-02-18",0.0865
"LU","2012-03-05",0.0249
"LU","2012-03-21",0.092
"LU","2012-04-06",0.1247
"LU","2012-04-22",0.0594
"LU","2012-05-08",0.1499
"LU","2012-05-24",0.1977
"LU","2012-06-09",0.0912
"LU","2012-06-25",0.8432
"LU","2012-07-11",0.8694
"LU","2012-07-27",0.8892
"LU","2012-08-12",0.8247
"LU","2012-08-28",0.7866
"LU","2012-09-13",0.8169
"LU","2012-09-29",0.7704
"LU","2012-10-15",0.279
"LU","2012-10-31",0.0501
"LU","2012-11-16",0.1008
"LU","2012-12-02",0.0107
"LU","2012-12-18",0.0862
"LU","2013-01-01",0.0213
"LU","2013-01-17",0.0814
"LU","2013-02-02",0.1574
"LU","2013-02-18",0.1133
"LU","2013-03-06",0.182
"LU","2013-03-22",0.1299
"LU","2013-04-07",0.0488
"LU","2013-04-23",0.028
"LU","2013-05-09",0.0456
"LU","2013-05-25",0.0672
"LU","2013-06-10",0.2048
"LU","2013-06-26",0.8603
"LU","2013-07-12",0.8511
"LU","2013-07-28",0.8225
"LU","2013-08-13",0.8627
"LU","2013-08-29",0.7928
"LU","2013-09-14",0.7626
"LU","2013-09-30",0.719
"LU","2013-10-16",0.6919
"LU","2013-11-01",0.0313
"LU","2013-11-17",-0.3
"LU","2013-12-03",-0.0537
"LU","2013-12-19",0.0226
"LU","2014-01-01",-0.0241
"LU","2014-01-17",0.124
"LU","2014-02-02",-0.0018
"LU","2014-02-18",0.1008
"LU","2014-03-06",0.1017
"LU","2014-03-22",0.0813
"LU","2014-04-07",0.0619
"LU","2014-04-23",0.0819
"LU","2014-05-09",0.0289
"LU","2014-05-25",0.279
"LU","2014-06-10",0.3977
"LU","2014-06-26",0.8554
"LU","2014-07-12",0.7899
"LU","2014-07-28",0.8371
"LU","2014-08-13",0.8688
"LU","2014-08-29",0.8264
"LU","2014-09-14",0.775
"LU","2014-09-30",0.6731
"LU","2014-10-16",0.6581
"LU","2014-11-01",0.3855
"LU","2014-11-17",-0.0252
"LU","2014-12-03",0.0191
"LU","2014-12-19",-0.0016
"LU","2015-01-01",0.0869
"LU","2015-01-17",0.1585
"LU","2015-02-02",0.138
"LU","2015-02-18",0.1852
"LU","2015-03-06",0.0847
"LU","2015-03-22",0.0675
"LU","2015-04-07",0.0297
"LU","2015-04-23",0.0917
"LU","2015-05-09",0.0722
"LU","2015-05-25",0.806
"LU","2015-06-10",0.8531
"LU","2015-06-26",0.8519
"LU","2015-07-12",0.9369
"LU","2015-07-28",0.8199
"LU","2015-08-13",0.8332
"LU","2015-08-29",0.7294
"LU","2015-09-14",0.7205
"LU","2015-09-30",0.7591
"LU","2015-10-16",0.7319
"LU","2015-11-01",0.1121
"LU","2015-11-17",0.0684
"LU","2015-12-03",0.0549
"LU","2015-12-19",0.0535
"LU","2016-01-01",0.0489
"LU","2016-01-17",0.1152
"LU","2016-02-02",0.0756
"LU","2016-02-18",0.0708
"LU","2016-03-05",0.1542
"LU","2016-03-21",0.0957
"LU","2016-04-06",0.1164
"LU","2016-04-22",0.1925
"LU","2016-05-08",0.4547
"LU","2016-05-24",0.7497
"LU","2016-06-09",0.5233
"LU","2016-06-25",0.8004
"LU","2016-07-11",0.8905
"LU","2016-07-27",0.8733
"LU","2016-08-12",0.8546
"LU","2016-08-28",0.8631
"LU","2016-09-13",0.8094
"LU","2016-09-29",0.4758
"LU","2016-10-15",0.1972
"LU","2016-10-31",0.6975
"LU","2016-11-16",0.2448
"LU","2016-12-02",-0.0544
"LU","2016-12-18",0.2191
"LU","2017-01-01",-0.0621
"LU","2017-01-17",0.1021
"LU","2017-02-02",0.4012
"LU","2017-02-18",0.1254
"LU","2017-03-06",0.0873
"LU","2017-03-22",0.044
"LU","2017-04-07",0.0762
"LU","2017-04-23",0.134
"LU","2017-05-09",0.2503
"LU","2017-05-25",0.1674
"LU","2017-06-10",0.7801
"LU","2017-06-26",0.8751
"LU","2017-07-12",0.8791
"LU","2017-07-28",0.8635
"LU","2017-08-13",0.8602
"LU","2017-08-29",0.8377
"LU","2017-09-14",0.7335
"LU","2017-09-30",0.7073
"LU","2017-10-16",0.4756
"LU","2017-11-01",0.1936
"LU","2017-11-17",0.0681
"LU","2017-12-03",0.4532
"LU","2017-12-19",0.0257
"LU","2018-01-01",0.0691
"LU","2018-01-17",0.0313
"LU","2018-02-02",0.0867
"LU","2018-02-18",0.0477
"LU","2018-03-06",0.0528
"LU","2018-03-22",0.1422
"LU","2018-04-07",0.0446
"LU","2018-04-23",0.0131
"LU","2018-05-09",0.0649
"LU","2018-05-25",0.2401
"LU","2018-06-10",0.7174
"LU","2018-06-26",0.8115
"LU","2018-07-12",0.8547
"LU","2018-07-28",0.8159
"LU","2018-08-13",0.7532
"LU","2018-08-29",0.8768
"LU","2018-09-14",0.9494
"LU","2018-09-30",0.7478
"LU","2018-10-16",0.8079
"LU","2018-11-01",0.1193
"LU","2018-11-17",0.216
"LU","2018-12-03",0.0731
"LU","2018-12-19",0.0105
"LU","2019-01-01",0.0766
"LU","2019-01-17",0.327
"LU","2019-02-02",0.141
"LU","2019-02-18",0.0504
"LU","2019-03-06",0.1441
"LU","2019-03-22",0.0386
"LU","2019-04-07",0.024
"LU","2019-04-23",0.0839
"LU","2019-05-09",0.0187
"LU","2019-05-25",0.7049
"LU","2019-06-10",0.9063
"LU","2019-06-26",0.5263
"LU","2019-07-12",0.847
"LU","2019-07-28",0.8438
"LU","2019-08-13",0.8682
"LU","2019-08-29",0.8234
"LU","2019-09-14",0.8102
"LU","2019-09-30",0.7112
"LU","2019-10-16",0.364
"LU","2019-11-01",0.1548
"LU","2019-11-17",0.0279
"LU","2019-12-03",0.0424
"LU","2019-12-19",-0.0544
"LU","2020-01-01",0.0209
"LU","2020-01-17",0.024
"LU","2020-02-02",0.1306
"LU","2020-02-18",0.0873
"LU","2020-03-05",0.0996
"LU","2020-03-21",0.1946
"LU","2020-04-06",0.0751
"LU","2020-04-22",0.0878
"LU","2020-05-08",0.0304
"LU","2020-05-24",0.1385
"LU","2020-06-09",0.2286
"LU","2020-06-25",0.4138
"LU","2020-07-11",0.8345
"LU","2020-07-27",0.8827
"LU","2020-08-12",0.9026
"LU","2020-08-28",0.8588
"LU","2020-09-13",0.8732
"LU","2020-09-29",0.7783
"LU","2020-10-15",0.0685
"LU","2020-10-31",0.2639
"LU","2020-11-16",0.0553
"LU","2020-12-02",0.4472
"LU","2020-12-18",0.0171
"MA","2003-01-01",0.6761
"MA","2003-01-17",0.6957
"MA","2003-02-02",0.6534
"MA","2003-02-18",0.6994
"MA","2003-03-06",0.6748
"MA","2003-03-22",0.6479
"MA","2003-04-07",0.6078
"MA","2003-04-23",0.618
"MA","2003-05-09",0.5771
"MA","2003-05-25",0.5294
"MA","2003-06-10",0.4819
"MA","2003-06-26",0.5229
"MA","2003-07-12",0.5317
"MA","2003-07-28",0.6717
"MA","2003-08-13",0.6773
"MA","2003-08-29",0.7192
"MA","2003-09-14",0.6947
"MA","2003-09-30",0.6948
"MA","2003-10-16",0.6944
"MA","2003-11-01",0.7317
"MA","2003-11-17",0.7224
"MA","2003-12-03",0.7209
"MA","2003-12-19",0.7159
"MA","2004-01-01",0.728
"MA","2004-01-17",0.6564
"MA","2004-02-02",0.6324
"MA","2004-02-18",0.6196
"MA","2004-03-05",0.6473
"MA","2004-03-21",0.5933
"MA","2004-04-06",0.6211
"MA","2004-04-22",0.5638
"MA","2004-05-08",0.6016
"MA","2004-05-24",0.5585
"MA","2004-06-09",0.5889
"MA","2004-06-25",0.6359
"MA","2004-07-11",0.5725
"MA","2004-07-27",0.6339
"MA","2004-08-12",0.6607
"MA","2004-08-28",0.6451
"MA","2004-09-13",0.6432
"MA","2004-09-29",0.6178
"MA","2004-10-15",0.6173
"MA","2004-10-31",0.6415
"MA","2004-11-16",0.6548
"MA","2004-12-02",0.649
"MA","2004-12-18",0.6382
"MA","2005-01-01",0.6611
"MA","2005-01-17",0.6407
"MA","2005-02-02",0.6548
"MA","2005-02-18",0.595
"MA","2005-03-06",0.612
"MA","2005-03-22",0.5781
"MA","2005-04-07",0.5324
"MA","2005-04-23",0.5615
"MA","2005-05-09",0.59
"MA","2005-05-25",0.5877
"MA","2005-06-10",0.5949
"MA","2005-06-26",0.5995
"MA","2005-07-12",0.6339
"MA","2005-07-28",0.663
"MA","2005-08-13",0.6399
"MA","2005-08-29",0.6992
"MA","2005-09-14",0.6675
"MA","2005-09-30",0.6487
"MA","2005-10-16",0.713
"MA","2005-11-01",0.6445
"MA","2005-11-17",0.6537
"MA","2005-12-03",0.6746
"MA","2005-12-19",0.6245
"MA","2006-01-01",0.6614
"MA","2006-01-17",0.6485
"MA","2006-02-02",0.6071
"MA","2006-02-18",0.6111
"MA","2006-03-06",0.6238
"MA","2006-03-22",0.5495
"MA","2006-04-07",0.5759
"MA","2006-04-23",0.4904
"MA","2006-05-09",0.4585
"MA","2006-05-25",0.4513
"MA","2006-06-10",0.4331
"MA","2006-06-26",0.4807
"MA","2006-07-12",0.622
"MA","2006-07-28",0.6121
"MA","2006-08-13",0.648
"MA","2006-08-29",0.6356
"MA","2006-09-14",0.6994
"MA","2006-09-30",0.6826
"MA","2006-10-16",0.6804
"MA","2006-11-01",0.6868
"MA","2006-11-17",0.6666
"MA","2006-12-03",0.6751
"MA","2006-12-19",0.6452
"MA","2007-01-01",0.6452
"MA","2007-01-17",0.6354
"MA","2007-02-02",0.6544
"MA","2007-02-18",0.6428
"MA","2007-03-06",0.5586
"MA","2007-03-22",0.5962
"MA","2007-04-07",0.5415
"MA","2007-04-23",0.5245
"MA","2007-05-09",0.5332
"MA","2007-05-25",0.5148
"MA","2007-06-10",0.5322
"MA","2007-06-26",0.5352
"MA","2007-07-12",0.4968
"MA","2007-07-28",0.6211
"MA","2007-08-13",0.7189
"MA","2007-08-29",0.7543
"MA","2007-09-14",0.6917
"MA","2007-09-30",0.7422
"MA","2007-10-16",0.7372
"MA","2007-11-01",0.6805
"MA","2007-11-17",0.67
"MA","2007-12-03",0.7685
"MA","2007-12-19",0.7166
"MA","2008-01-01",0.7393
"MA","2008-01-17",0.6758
"MA","2008-02-02",0.6615
"MA","2008-02-18",0.6818
"MA","2008-03-05",0.6285
"MA","2008-03-21",0.5958
"MA","2008-04-06",0.609
"MA","2008-04-22",0.5838
"MA","2008-05-08",0.5297
"MA","2008-05-24",0.5473
"MA","2008-06-09",0.5086
"MA","2008-06-25",0.5119
"MA","2008-07-11",0.6143
"MA","2008-07-27",0.6363
"MA","2008-08-12",0.7118
"MA","2008-08-28",0.6553
"MA","2008-09-13",0.6673
"MA","2008-09-29",0.6536
"MA","2008-10-15",0.6642
"MA","2008-10-31",0.6527
"MA","2008-11-16",0.6658
"MA","2008-12-02",0.6137
"MA","2008-12-18",0.6281
"MA","2009-01-01",0.6735
"MA","2009-01-17",0.6725
"MA","2009-02-02",0.6222
"MA","2009-02-18",0.6132
"MA","2009-03-06",0.6254
"MA","2009-03-22",0.5696
"MA","2009-04-07",0.5298
"MA","2009-04-23",0.4503
"MA","2009-05-09",0.4541
"MA","2009-05-25",0.4667
"MA","2009-06-10",0.4856
"MA","2009-06-26",0.4937
"MA","2009-07-12",0.66
"MA","2009-07-28",0.6822
"MA","2009-08-13",0.6565
"MA","2009-08-29",0.6489
"MA","2009-09-14",0.6727
"MA","2009-09-30",0.6608
"MA","2009-10-16",0.6459
"MA","2009-11-01",0.6653
"MA","2009-11-17",0.6717
"MA","2009-12-03",0.636
"MA","2009-12-19",0.6733
"MA","2010-01-01",0.6733
"MA","2010-01-17",0.5614
"MA","2010-02-02",0.5777
"MA","2010-02-18",0.6044
"MA","2010-03-06",0.6011
"MA","2010-03-22",0.5586
"MA","2010-04-07",0.5637
"MA","2010-04-23",0.5221
"MA","2010-05-09",0.6127
"MA","2010-05-25",0.6288
"MA","2010-06-10",0.5851
"MA","2010-06-26",0.6066
"MA","2010-07-12",0.61
"MA","2010-07-28",0.7292
"MA","2010-08-13",0.6565
"MA","2010-08-29",0.7294
"MA","2010-09-14",0.7271
"MA","2010-09-30",0.6886
"MA","2010-10-16",0.722
"MA","2010-11-01",0.7066
"MA","2010-11-17",0.6716
"MA","2010-12-03",0.6562
"MA","2010-12-19",0.7041
"MA","2011-01-01",0.6615
"MA","2011-01-17",0.6478
"MA","2011-02-02",0.6149
"MA","2011-02-18",0.6428
"MA","2011-03-06",0.6207
"MA","2011-03-22",0.5656
"MA","2011-04-07",0.5426
"MA","2011-04-23",0.4911
"MA","2011-05-09",0.4672
"MA","2011-05-25",0.4694
"MA","2011-06-10",0.4563
"MA","2011-06-26",0.463
"MA","2011-07-12",0.4979
"MA","2011-07-28",0.7304
"MA","2011-08-13",0.7146
"MA","2011-08-29",0.7455
"MA","2011-09-14",0.723
"MA","2011-09-30",0.6777
"MA","2011-10-16",0.6963
"MA","2011-11-01",0.6826
"MA","2011-11-17",0.7336
"MA","2011-12-03",0.6226
"MA","2011-12-19",0.7239
"MG","2003-01-01",0.413
"MG","2003-01-17",0.3529
"MG","2003-02-02",0.5252
"MG","2003-02-18",0.4735
"MG","2003-03-06",0.2558
"MG","2003-03-22",0.3125
"MG","2003-04-07",0.5165
"MG","2003-04-23",0.5213
"MG","2003-05-09",0.5215
"MG","2003-05-25",0.6023
"MG","2003-06-10",0.599
"MG","2003-06-26",0.6023
"MG","2003-07-12",0.5435
"MG","2003-07-28",0.7272
"MG","2003-08-13",0.6302
"MG","2003-08-29",0.6756
"MG","2003-09-14",0.6614
"MG","2003-09-30",0.5891
"MG","2003-10-16",0.5888
"MG","2003-11-01",0.6328
"MG","2003-11-17",0.655
"MG","2003-12-03",0.6127
"MG","2003-12-19",0.4032
"MG","2004-01-01",0.1673
"MG","2004-01-17",0.4142
"MG","2004-02-02",0.4325
"MG","2004-02-18",0.3719
"MG","2004-03-05",0.38
"MG","2004-03-21",0.3243
"MG","2004-04-06",0.3134
"MG","2004-04-22",0.4794
"MG","2004-05-08",0.5511
"MG","2004-05-24",0.5871
"MG","2004-06-09",0.6071
"MG","2004-06-25",0.6295
"MG","2004-07-11",0.5683
"MG","2004-07-27",0.6437
"MG","2004-08-12",0.6671
"MG","2004-08-28",0.6604
"MG","2004-09-13",0.6623
"MG","2004-09-29",0.6374
"MG","2004-10-15",0.6188
"MG","2004-10-31",0.6225
"MG","2004-11-16",0.453
"MG","2004-12-02",0.6113
"MG","2004-12-18",0.3341
"MG","2005-01-01",0.3953
"MG","2005-01-17",0.3097
"MG","2005-02-02",0.2015
"MG","2005-02-18",0.2095
"MG","2005-03-06",0.1351
"MG","2005-03-22",0.3929
"MG","2005-04-07",0.4935
"MG","2005-04-23",0.5182
"MG","2005-05-09",0.5137
"MG","2005-05-25",0.5329
"MG","2005-06-10",0.6276
"MG","2005-06-26",0.6309
"MG","2005-07-12",0.5645
"MG","2005-07-28",0.6831
"MG","2005-08-13",0.7581
"MG","2005-08-29",0.7133
"MG","2005-09-14",0.6815
"MG","2005-09-30",0.6478
"MG","2005-10-16",0.6349
"MG","2005-11-01",0.5976
"MG","2005-11-17",0.5663
"MG","2005-12-03",0.5699
"MG","2005-12-19",0.6466
"ML","2005-01-01",0.3003
"ML","2005-01-17",0.2517
"ML","2005-02-02",0.0994
"ML","2005-02-18",0.1165
"ML","2005-03-06",0.2912
"ML","2005-03-22",0.3674
"ML","2005-04-07",0.3813
"ML","2005-04-23",0.4164
"ML","2005-05-09",0.398
"ML","2005-05-25",0.4639
"ML","2005-06-10",0.5121
"ML","2005-06-26",0.5397
"ML","2005-07-12",0.548
"ML","2005-07-28",0.5771
"ML","2005-08-13",0.634
"ML","2005-08-29",0.6144
"ML","2005-09-14",0.5678
"ML","2005-09-30",0.5649
"ML","2005-10-16",0.4547
"ML","2005-11-01",0.484
"ML","2005-11-17",0.4466
"ML","2005-12-03",0.4975
"ML","2005-12-19",0.4086
"ML","2006-01-01",0.4019
"ML","2006-01-17",0.4616
"ML","2006-02-02",0.4235
"ML","2006-02-18",0.3734
"ML","2006-03-06",0.1121
"ML","2006-03-22",0.2991
"ML","2006-04-07",0.3873
"ML","2006-04-23",0.3448
"ML","2006-05-09",0.4215
"ML","2006-05-25",0.4846
"ML","2006-06-10",0.441
"ML","2006-06-26",0.4943
"ML","2006-07-12",0.5122
"ML","2006-07-28",0.375
"ML","2006-08-13",0.5153
"ML","2006-08-29",0.5167
"ML","2006-09-14",0.5635
"ML","2006-09-30",0.5344
"ML","2006-10-16",0.4354
"ML","2006-11-01",0.434
"ML","2006-11-17",0.4441
"ML","2006-12-03",0.4448
"ML","2006-12-19",0.3406
"ML","2007-01-01",0.1952
"ML","2007-01-17",0.32
"ML","2007-02-02",0.2888
"ML","2007-02-18",0.323
"ML","2007-03-06",0.3532
"ML","2007-03-22",0.3282
"ML","2007-04-07",0.3642
"ML","2007-04-23",0.4138
"ML","2007-05-09",0.4586
"ML","2007-05-25",0.5039
"ML","2007-06-10",0.5647
"ML","2007-06-26",0.4861
"ML","2007-07-12",0.5253
"ML","2007-07-28",0.3509
"ML","2007-08-13",0.5748
"ML","2007-08-29",0.5483
"ML","2007-09-14",0.563
"ML","2007-09-30",0.5167
"ML","2007-10-16",0.4805
"ML","2007-11-01",0.4802
"ML","2007-11-17",0.4316
"ML","2007-12-03",0.3924
"ML","2007-12-19",0.3278
"ML","2008-01-01",0.2021
"ML","2008-01-17",0.342
"ML","2008-02-02",0.2982
"ML","2008-02-18",0.3328
"ML","2008-03-05",0.3074
"ML","2008-03-21",0.4425
"ML","2008-04-06",0.4095
"ML","2008-04-22",0.3603
"ML","2008-05-08",0.397
"ML","2008-05-24",0.4092
"ML","2008-06-09",0.4392
"ML","2008-06-25",0.4958
"ML","2008-07-11",0.6029
"ML","2008-07-27",0.5311
"ML","2008-08-12",0.6
"ML","2008-08-28",0.5995
"ML","2008-09-13",0.6214
"ML","2008-09-29",0.564
"ML","2008-10-15",0.5065
"ML","2008-10-31",0.4272
"ML","2008-11-16",0.4393
"ML","2008-12-02",0.3081
"ML","2008-12-18",0.2145
"ML","2009-01-01",0.2145
"ML","2009-01-17",0.2955
"ML","2009-02-02",0.2663
"ML","2009-02-18",0.2829
"ML","2009-03-06",0.3613
"ML","2009-03-22",0.3569
"ML","2009-04-07",0.375
"ML","2009-04-23",0.369
"ML","2009-05-09",0.4391
"ML","2009-05-25",0.5494
"ML","2009-06-10",0.5492
"ML","2009-06-26",0.5623
"ML","2009-07-12",0.5861
"ML","2009-07-28",0.574
"ML","2009-08-13",0.538
"ML","2009-08-29",0.5643
"ML","2009-09-14",0.5609
"ML","2009-09-30",0.5304
"ML","2009-10-16",0.5449
"ML","2009-11-01",0.4155
"ML","2009-11-17",0.4755
"ML","2009-12-03",0.3452
"ML","2009-12-19",0.3215
"ML","2010-01-01",0.3094
"ML","2010-01-17",0.1027
"ML","2010-02-02",0.1317
"ML","2010-02-18",0.1051
"ML","2010-03-06",0.0555
"ML","2010-03-22",0.1621
"ML","2010-04-07",0.3754
"ML","2010-04-23",0.3471
"ML","2010-05-09",0.3552
"ML","2010-05-25",0.4187
"ML","2010-06-10",0.4629
"ML","2010-06-26",0.4961
"ML","2010-07-12",0.5747
"ML","2010-07-28",0.5619
"ML","2010-08-13",0.6423
"ML","2010-08-29",0.6302
"ML","2010-09-14",0.6064
"ML","2010-09-30",0.5602
"ML","2010-10-16",0.5418
"ML","2010-11-01",0.5199
"ML","2010-11-17",0.4598
"ML","2010-12-03",0.4356
"ML","2010-12-19",0.3659
"ML","2011-01-01",0.3809
"ML","2011-01-17",0.3735
"ML","2011-02-02",0.3496
"ML","2011-02-18",0.3446
"ML","2011-03-06",0.3811
"ML","2011-03-22",0.3905
"ML","2011-04-07",0.3544
"ML","2011-04-23",0.4091
"ML","2011-05-09",0.4031
"ML","2011-05-25",0.4243
"ML","2011-06-10",0.5208
"ML","2011-06-26",0.5262
"ML","2011-07-12",0.4723
"ML","2011-07-28",0.6297
"ML","2011-08-13",0.5921
"ML","2011-08-29",0.5909
"ML","2011-09-14",0.5782
"ML","2011-09-30",0.4956
"ML","2011-10-16",0.4687
"ML","2011-11-01",0.4663
"ML","2011-11-17",0.5345
"ML","2011-12-03",0.2273
"ML","2011-12-19",0.347
"ML","2012-01-01",0.347
"ML","2012-01-17",0.2352
"ML","2012-02-02",0.3174
"ML","2012-02-18",0.3236
"ML","2012-03-05",0.3892
"ML","2012-03-21",0.3347
"ML","2012-04-06",0.3689
"ML","2012-04-22",0.3918
"ML","2012-05-08",0.4942
"ML","2012-05-24",0.4729
"ML","2012-06-09",0.5203
"ML","2012-06-25",0.5582
"ML","2012-07-11",0.5335
"ML","2012-07-27",0.6092
"ML","2012-08-12",0.6327
"ML","2012-08-28",0.5735
"ML","2012-09-13",0.6182
"ML","2012-09-29",0.5364
"ML","2012-10-15",0.475
"ML","2012-10-31",0.477
"ML","2012-11-16",0.4903
"ML","2012-12-02",0.484
"ML","2012-12-18",0.1826
"ML","2013-01-01",0.2895
"ML","2013-01-17",0.3209
"ML","2013-02-02",0.3647
"ML","2013-02-18",0.1557
"ML","2013-03-06",0.4249
"ML","2013-03-22",0.3241
"ML","2013-04-07",0.4105
"ML","2013-04-23",0.3688
"ML","2013-05-09",0.424
"ML","2013-05-25",0.4604
"ML","2013-06-10",0.5285
"ML","2013-06-26",0.5405
"ML","2013-07-12",0.3978
"ML","2013-07-28",0.7254
"ML","2013-08-13",0.5829
"ML","2013-08-29",0.5901
"ML","2013-09-14",0.5375
"ML","2013-09-30",0.5357
"ML","2013-10-16",0.4888
"ML","2013-11-01",0.4495
"ML","2013-11-17",0.4099
"ML","2013-12-03",0.4392
"ML","2013-12-19",0.3607
"ML","2014-01-01",0.3198
"ML","2014-01-17",0.374
"ML","2014-02-02",0.3914
"ML","2014-02-18",0.4361
"ML","2014-03-06",0.3889
"ML","2014-03-22",0.3725
"ML","2014-04-07",0.4052
"ML","2014-04-23",0.3846
"ML","2014-05-09",0.4088
"ML","2014-05-25",0.4615
"ML","2014-06-10",0.5173
"ML","2014-06-26",0.4482
"ML","2014-07-12",0.543
"ML","2014-07-28",0.5766
"ML","2014-08-13",0.6007
"ML","2014-08-29",0.5662
"ML","2014-09-14",0.5491
"ML","2014-09-30",0.5433
"ML","2014-10-16",0.5326
"ML","2014-11-01",0.4647
"ML","2014-11-17",0.4556
"ML","2014-12-03",0.4525
"ML","2014-12-19",0.3228
"ML","2015-01-01",0.3819
"ML","2015-01-17",0.2986
"ML","2015-02-02",0.3858
"ML","2015-02-18",0.4685
"ML","2015-03-06",0.4038
"ML","2015-03-22",0.388
"ML","2015-04-07",0.406
"ML","2015-04-23",0.4061
"ML","2015-05-09",0.4219
"ML","2015-05-25",0.4381
"ML","2015-06-10",0.5532
"ML","2015-06-26",0.6228
"ML","2015-07-12",0.6338
"ML","2015-07-28",0.6264
"ML","2015-08-13",0.6012
"ML","2015-08-29",0.6312
"ML","2015-09-14",0.6004
"ML","2015-09-30",0.5235
"ML","2015-10-16",0.4598
"ML","2015-11-01",0.4732
"ML","2015-11-17",0.4729
"ML","2015-12-03",0.3851
"ML","2015-12-19",0.2282
"ML","2016-01-01",0.2282
"ML","2016-01-17",0.236
"ML","2016-02-02",0.4092
"ML","2016-02-18",0.412
"ML","2016-03-05",0.4183
"ML","2016-03-21",0.3908
"ML","2016-04-06",0.3992
"ML","2016-04-22",0.4077
"ML","2016-05-08",0.4465
"ML","2016-05-24",0.4941
"ML","2016-06-09",0.5995
"ML","2016-06-25",0.543
"ML","2016-07-11",0.6536
"ML","2016-07-27",0.6044
"ML","2016-08-12",0.6105
"ML","2016-08-28",0.6635
"ML","2016-09-13",0.5748
"ML","2016-09-29",0.6079
"ML","2016-10-15",0.4894
"ML","2016-10-31",0.5212
"ML","2016-11-16",0.4767
"ML","2016-12-02",0.4576
"ML","2016-12-18",0.1701
"ML","2017-01-01",0.3522
"ML","2017-01-17",0.0868
"ML","2017-02-02",0.3598
"ML","2017-02-18",-0.0032
"ML","2017-03-06",0.3882
"ML","2017-03-22",0.3943
"ML","2017-04-07",0.4734
"ML","2017-04-23",0.4168
"ML","2017-05-09",0.4899
"ML","2017-05-25",0.5548
"ML","2017-06-10",0.5149
"ML","2017-06-26",0.5257
"ML","2017-07-12",0.6559
"ML","2017-07-28",0.6083
"ML","2017-08-13",0.5965
"ML","2017-08-29",0.5987
"ML","2017-09-14",0.5541
"ML","2017-09-30",0.5151
"ML","2017-10-16",0.4265
"ML","2017-11-01",0.4042
"ML","2017-11-17",0.4826
"ML","2017-12-03",0.4507
"ML","2017-12-19",0.4126
"ML","2018-01-01",0.4782
"ML","2018-01-17",0.4247
"ML","2018-02-02",0.4246
"ML","2018-02-18",0.3216
"ML","2018-03-06",0.38
"ML","2018-03-22",0.3578
"ML","2018-04-07",0.3638
"ML","2018-04-23",0.4478
"ML","2018-05-09",0.4324
"ML","2018-05-25",0.4495
"ML","2018-06-10",0.5251
"ML","2018-06-26",0.5159
"ML","2018-07-12",0.5741
"ML","2018-07-28",0.5746
"ML","2018-08-13",0.6872
"ML","2018-08-29",0.5777
"ML","2018-09-14",0.565
"ML","2018-09-30",0.5701
"ML","2018-10-16",0.5364
"ML","2018-11-01",0.451
"ML","2018-11-17",0.4212
"ML","2018-12-03",0.4731
"ML","2018-12-19",0.3469
"ML","2019-01-01",0.1428
"ML","2019-01-17",0.3547
"ML","2019-02-02",0.1683
"ML","2019-02-18",0.0916
